Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Embarked_Q,Embarked_S,Title_Group_Miss,Title_Group_Mr,Title_Group_Mrs,Title_Group_Officer,Title_Group_Royalty,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
0,1,0,-0.7836664487552625,2.2474704895351842,2.0089333664952354,2.0316232164746784,2.5396987052416584,0,-0.29399576341538886,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.789814973626365,-0.5609748304808925,1,-0.5082069365565106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.7996305777176045,-0.47454519624983954,-0.4736736092984604,0.1794803970538311,-0.5609748304808925,1,0.8808229052673663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,1,0.4226550952240647,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,2.759903086684011,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,-0.10511058026689096,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.9504207707150204,0.4327933656785018,-0.4736736092984604,1.3655599553464393,0.059159876663617626,0,0.7603566852140173,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.8215685615901446,-0.5609748304808925,1,-0.5537107969904231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.8590615452539705,1.340131927606843,-0.4736736092984604,-0.29539695352818096,0.6792945838081278,0,-0.6397620973679083,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-1.1606419312488023,0.4327933656785018,-0.4736736092984604,-0.6255512205060441,0.059159876663617626,0,-0.6663083494856616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,1,0.7996305777176045,0.4327933656785018,-0.4736736092984604,-0.7118574725915968,0.059159876663617626,0,-0.7281445955183923,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,1,-0.18050567676559892,0.4327933656785018,-0.4736736092984604,-0.14884193215689093,0.059159876663617626,0,-0.32473537128697505,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,-1.9899879927345898,0.4327933656785018,2.0089333664952354,0.8564864331111263,1.299429290952638,0,-0.33209999608335594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.7836664487552625,-0.47454519624983954,-0.4736736092984604,-0.789814973626365,-0.5609748304808925,1,-0.5082069365565106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,0.4327933656785018,-0.4736736092984604,-0.417526138004256,0.059159876663617626,0,-0.5172517038919898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,1.340131927606843,-0.4736736092984604,-0.1156618753184308,0.6792945838081278,0,-0.5539068136199846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.8590615452539705,0.4327933656785018,-0.4736736092984604,-0.30516728828626694,0.059159876663617626,0,-0.43674487389352906,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.688407606739758,3.1548090514635256,0.7676298785983874,0.7640737218017698,2.5396987052416584,0,-0.5967364471791657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.793684026190567,-0.5609748304808925,1,-0.513751406935535,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1.478186446205976,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2,1,-0.029715483768183015,0.4327933656785018,-0.4736736092984604,0.0954164367952591,0.059159876663617626,0,-0.1497205234642343,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,2.684507990185303,-0.47454519624983954,0.7676298785983874,1.8530605784358982,0.059159876663617626,0,1.1096583190925562,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,0.5595073378043441,-0.5609748304808925,1,1.425413106940432,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.067413032017537,-0.47454519624983954,-0.4736736092984604,-0.8215685615901446,-0.5609748304808925,1,-0.5537107969904231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,-1.8391977997371738,0.4327933656785018,2.0089333664952354,0.18090686592851163,1.299429290952638,0,-0.5741315294343805,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.3868272207449261,4.0621476133918675,2.0089333664952354,1.1164164190152461,3.779968119530679,0,-0.649387913998159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.5574811592591387,-0.47454519624983954,-0.4736736092984604,-0.8215685615901446,-0.5609748304808925,1,-0.5537107969904231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0.6488403847201886,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1.1766060602111441,0.4327933656785018,-0.4736736092984604,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,0,-1.9145928962358818,2.2474704895351842,2.0089333664952354,0.18823461699707605,2.5396987052416584,0,-0.7342701151921883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,0.1794803970538311,-0.5609748304808925,1,0.8808229052673663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-1.9522904444852358,0.4327933656785018,0.7676298785983874,-0.42994423348178334,0.6792945838081278,0,-0.7040345500823315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,-0.029715483768183015,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3,0,-0.7836664487552625,-0.47454519624983954,-0.4736736092984604,-0.776180471471456,-0.5609748304808925,1,-0.48866827894557974,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.9344566417526784,3.1548090514635256,2.0089333664952354,-0.7875775669667633,3.1598334123861687,0,-0.9805440084544361,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.2559007732643069,1.340131927606843,-0.4736736092984604,-0.7515494575463212,0.6792945838081278,0,-0.8576555829072205,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.19646980572794084,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-1.0098517382513863,4.0621476133918675,2.0089333664952354,1.1164164190152461,3.779968119530679,0,-0.649387913998159,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.2559007732643069,0.4327933656785018,-0.4736736092984604,-0.46861521845428766,0.059159876663617626,0,-0.5538578094625942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,0.19646980572794084,-0.47454519624983954,-0.4736736092984604,1.5851873103734548,-0.5609748304808925,1,2.8952438037071118,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.33129586976301484,-0.47454519624983954,-0.4736736092984604,-0.8010117772591314,-0.5609748304808925,1,-0.5242522978048995,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,0,-2.153595352136786,-0.47454519624983954,2.0089333664952354,0.24197145816654914,0.6792945838081278,0,-0.3830713203632509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.5653024512203068,-0.5609748304808925,1,-0.1864736415070099,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.5574811592591387,-0.47454519624983954,-0.4736736092984604,-0.735062017642051,-0.5609748304808925,1,-0.4297442799806195,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-0.029715483768183015,-0.47454519624983954,-0.4736736092984604,-0.710636180746836,-0.5609748304808925,1,-0.3947413104160713,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7942946721129476,-0.5609748304808925,1,-0.5146264811746487,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,-0.10511058026689096,-0.47454519624983954,-0.4736736092984604,1.1261867537733323,-0.5609748304808925,1,2.2374820008379492,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,-0.9344566417526784,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,-0.5609748304808925,1,-0.32473537128697505,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,0.2718649022266488,2.2474704895351842,-0.4736736092984604,-0.4004280521776055,1.299429290952638,0,-0.782399198343442,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,-1.0098517382513863,0.4327933656785018,3.250236854392083,0.5045492047901105,1.9195639980971482,0,-0.578506900629949,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,-0.4820860627604307,2.2474704895351842,2.0089333664952354,2.0316232164746784,2.5396987052416584,0,-0.29399576341538886,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,-0.4066909662617228,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.029715483768183015,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.7082713522565546,-0.47454519624983954,-0.4736736092984604,-0.7910362654711258,-0.5609748304808925,1,-0.509957085034738,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1.2520011567098521,0.4327933656785018,-0.4736736092984604,1.8137740623736347,0.059159876663617626,0,1.0815089309687465,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,3,0,-0.2559007732643069,0.4327933656785018,2.0089333664952354,-0.16960389351782373,1.299429290952638,0,-0.6997011824502406,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,2.2321374111930554,-0.47454519624983954,-0.4736736092984604,-0.8205524467753036,-0.5609748304808925,1,-0.552254673456538,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,3.1368785691775507,-0.47454519624983954,-0.4736736092984604,0.5181885921123986,-0.5609748304808925,1,1.3662020836250426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,-0.4820860627604307,-0.47454519624983954,0.7676298785983874,1.9204319217602805,0.059159876663617626,0,1.1579344147159811,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,2,1,0.34725999872535673,-0.47454519624983954,0.7676298785983874,-0.051138584576030925,0.059159876663617626,0,-0.25472943215787874,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0,0.34725999872535673,0.4327933656785018,-0.4736736092984604,0.0954164367952591,0.059159876663617626,0,-0.1497205234642343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.10511058026689096,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,-0.6328762557578467,-0.47454519624983954,0.7676298785983874,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,3,0,0.2718649022266488,-0.47454519624983954,-0.4736736092984604,-0.7519549264387818,-0.5609748304808925,1,-0.453952333731461,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.5734452882214806,1.340131927606843,-0.4736736092984604,-0.7875775669667633,0.6792945838081278,0,-0.8748630427451524,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.10511058026689096,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.8010117772591314,-0.5609748304808925,1,-0.5242522978048995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7949053180353277,-0.5609748304808925,1,-0.5155015554137624,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.6488403847201886,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.6328762557578467,0.4327933656785018,-0.4736736092984604,0.005040840282963516,0.059159876663617626,0,-0.21447601715864845,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1.3273962532085601,-0.47454519624983954,-0.4736736092984604,1.3655599553464393,-0.5609748304808925,1,2.5805111025705205,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,1,-1.1229443829994483,0.4327933656785018,-0.4736736092984604,-0.46861521845428766,0.059159876663617626,0,-0.5538578094625942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.5574811592591387,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.7082713522565546,0.4327933656785018,-0.4736736092984604,-0.6947593867649463,0.059159876663617626,0,-0.7158935561708005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,1,-0.9344566417526784,-0.47454519624983954,-0.4736736092984604,-0.46841492659174694,-0.5609748304808925,1,-0.04763086243227325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.6328762557578467,-0.47454519624983954,-0.4736736092984604,-0.7875775669667633,-0.5609748304808925,1,-0.505000664544398,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,3.0991810209281967,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.029715483768183015,0.4327933656785018,-0.4736736092984604,-0.14884193215689093,0.059159876663617626,0,-0.32473537128697505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,-0.4066909662617228,-0.47454519624983954,0.7676298785983874,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,1,-2.065383089233298,3.1548090514635256,2.0089333664952354,0.35310901603977735,3.1598334123861687,0,-0.7470181967075967,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.6328762557578467,1.340131927606843,-0.4736736092984604,2.0316232164746784,0.6792945838081278,0,0.4717992047177954,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,-0.5609748304808925,1,-0.49624992215326086,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,0.23416735397729482,0.4327933656785018,-0.4736736092984604,0.2942818304613415,0.059159876663617626,0,-0.007230434960871806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2,1,0.23416735397729482,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1.8551619286995158,-0.47454519624983954,0.7676298785983874,2.0316232164746784,0.059159876663617626,0,1.2376011734448926,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,3,0,-1.3114321242462181,0.4327933656785018,-0.4736736092984604,-0.6255512205060441,0.059159876663617626,0,-0.6663083494856616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.04567961273052494,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,-0.4066909662617228,-0.47454519624983954,-0.4736736092984604,-0.8258430830468071,-0.5609748304808925,1,-0.5598363166642191,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.6328762557578467,0.4327933656785018,0.7676298785983874,-0.08248670364734986,0.6792945838081278,0,-0.5380574690011573,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,1.1766060602111441,-0.47454519624983954,-0.4736736092984604,-0.8339866570676719,-0.5609748304808925,1,-0.5715063067170395,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0.2718649022266488,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,-0.5609748304808925,1,-0.5070448379669675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,0,-0.7082713522565546,-0.47454519624983954,-0.4736736092984604,-0.8303227815333896,-0.5609748304808925,1,-0.5662558612823572,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,3,1,1.3273962532085601,0.4327933656785018,-0.4736736092984604,-0.466377811794686,0.059159876663617626,0,-0.552254673456538,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,1,-0.029715483768183015,0.4327933656785018,-0.4736736092984604,0.0954164367952591,0.059159876663617626,0,-0.1497205234642343,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.33129586976301484,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,-0.5609748304808925,1,-0.1497205234642343,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0,-0.4820860627604307,-0.47454519624983954,-0.4736736092984604,-0.4397145682398693,-0.5609748304808925,1,-0.00650237319392916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,-0.7836664487552625,-0.47454519624983954,2.0089333664952354,0.10925611598008794,0.6792945838081278,0,-0.4464686988385605,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0.5734452882214806,0.4327933656785018,-0.4736736092984604,1.4192967965159125,0.059159876663617626,0,0.7988599517350203,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,0,-1.0098517382513863,-0.47454519624983954,-0.4736736092984604,-0.7244758599316649,-0.5609748304808925,1,-0.41457399297134434,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,-0.4066909662617228,-0.47454519624983954,-0.4736736092984604,2.0316232164746784,-0.5609748304808925,1,3.535000079032271,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,1,0.4226550952240647,-0.47454519624983954,2.0089333664952354,-0.42994423348178334,0.6792945838081278,0,-0.7040345500823315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.5574811592591387,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,-0.5609748304808925,1,-0.5172517038919898,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1,-0.4066909662617228,0.4327933656785018,-0.4736736092984604,-0.4004280521776055,0.059159876663617626,0,-0.505000664544398,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
